Account No,Coding ID,Archival_Culture_Name,Possible_GJB_All_cid_Matches,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
56131,,LAGUNA,19537,,,6,6,3,4,4,5,1,6,3,111,111,1,2,111,111,111,2,111,4,4,1,1,1,1,111,111,111,3,1,1,1,0,1,111,111,111
8421444,,LAKA,,,,111,5,4,5,4,2,2,3,3,2,1,111,111,111,111,111,111,111,2,2,1,3,3,1,2,3,3,111,111,1,2,0,1,4,111,111
1604,,LAKE MIWOK,,,,111,2,1,2,2,2,1,1,111,111,111,1,111,111,111,111,111,111,4,4,1,111,2,2,1,2,2,3,1,111,2,0,1,2,111,3
12595012,,LAKE TONGA,27017,,,2,4,4,4,5,2,2,3,1,2,1,2,1,111,111,111,111,111,2,3,3,1,1,1,2,1,1,1,2,1,2,0,1,4,2,111
12584516,,LAKE YOKUT,,,,111,2,1,1,3,2,1,1,111,111,111,1,1,111,111,111,2,111,4,3,1,3,3,1,1,2,111,1,1,111,2,0,1,111,1,3
4931,,LAKHER,19603,,,111,5,4,5,3,4,2,3,3,3,1,2,2,111,111,111,2,1,2,3,3,3,3,1,2,3,3,3,1,1,4,2,2,4,4,4
4241220,,LALA,19614,,,2,5,4,5,4,3,2,3,3,2,1,1,1,111,111,111,111,1,1,3,3,1,1,1,2,1,1,1,2,1,4,0,2,4,2,111
8407108,,LALIA,,,,111,111,3,5,4,3,2,111,111,111,111,111,111,111,111,111,111,111,2,1,1,3,3,1,111,111,111,1,111,111,4,0,111,4,111,111
19779,,LAMBA,,,,111,5,3,5,3,3,1,3,3,111,111,2,2,111,111,111,111,111,1,3,3,1,1,1,111,111,1,3,2,1,2,2,3,4,2,4
17474,,LAMET,,,,2,5,4,4,3,5,2,3,3,3,1,1,2,111,111,111,1,1,2,3,3,3,3,1,1,2,3,1,1,1,2,1,1,4,1,111
10523460,,LAMOTREK,,,,4,5,6,5,5,2,2,4,1,1,111,1,1,111,111,111,1,111,4,4,1,1,1,1,111,111,111,1,2,1,1,0,1,4,1,111
23363,,LANGO,,,,3,5,4,5,4,5,3,3,3,3,3,2,1,111,111,111,1,111,2,1,2,3,3,1,2,3,3,3,1,1,3,1,1,4,3,111
12632388,,LAOTIANS,19691,,,3,5,8,4,5,2,2,6,3,3,1,111,3,111,111,111,1,2,2,3,3,111,2,2,1,2,2,2,2,111,111,0,5,2,1,4
323,,LAPPS,19702,,,1,1,5,5,3,3,4,1,111,3,2,1,2,111,111,111,2,1,4,4,3,3,2,2,2,3,2,3,3,111,2,1,1,111,4,2
580,,LASSIK,,,,111,2,2,2,2,2,1,1,111,111,111,1,3,111,111,111,111,111,2,3,3,2,2,2,1,2,2,3,2,111,1,0,1,6,111,3
12617796,,LAWA,20109,,,4,5,4,5,5,4,2,3,3,3,1,2,2,111,111,111,2,2,2,4,2,3,3,1,111,111,111,1,111,1,2,0,2,3,1,111
53315,,LEBANESE,19746; 62466,,,8,5,7,5,5,4,2,5,2,3,3,2,3,111,111,111,111,111,4,4,3,3,3,1,2,3,3,2,3,1,4,0,4,6,4,111
4208708,,LELE,,,,3,5,4,5,4,4,2,3,3,2,1,2,1,111,111,111,1,111,2,1,111,1,1,1,111,111,1,3,2,1,4,0,2,4,1,111
2133316,,LENCA,,,,111,5,3,4,4,4,1,3,3,111,111,1,3,111,111,111,2,111,4,2,111,2,2,2,111,111,111,2,111,2,3,0,1,4,4,111
8421956,,LENDU,19801,,,111,5,4,5,4,5,3,3,3,3,3,2,2,111,111,111,2,3,2,3,3,3,3,1,2,3,3,3,111,1,1,0,2,4,2,111
52291,,LENGE,,,,111,4,4,4,4,4,2,3,3,2,1,111,1,111,111,111,111,111,2,1,1,3,3,1,111,111,111,1,1,1,111,0,2,4,111,111
37444,,LENGUA,,,,111,1,2,3,1,3,1,2,1,111,111,1,3,111,111,111,2,111,4,3,1,1,2,2,1,2,111,3,111,111,1,0,1,4,2,2
3139,,LEPCHA,,,,3,5,7,5,4,5,3,5,3,3,3,1,2,111,111,111,2,1,2,3,1,3,3,1,2,3,3,3,2,111,111,0,2,4,3,2
10519108,,LESE,19856,,,111,5,4,5,5,3,2,3,2,2,2,2,1,111,111,111,2,2,2,1,111,3,3,1,2,3,3,1,111,1,1,0,2,4,2,2
9027,,LESU,30038,,,4,4,6,5,4,2,2,4,1,1,111,1,1,111,111,111,1,111,2,3,3,1,1,1,111,111,1,1,2,1,1,1,1,5,1,2
16450,,LHOTA,,,,111,5,4,4,4,4,2,3,3,3,1,2,3,111,111,111,1,111,2,2,111,3,3,1,2,3,3,1,1,1,3,0,1,4,1,2
8401220,,LI@CHIA,,,,3,5,7,5,4,4,2,5,3,3,1,1,2,111,111,111,2,1,2,3,2,3,3,1,2,3,3,3,111,1,1,0,3,4,1,2
4164,,LIDA SHOSH,,,,1,2,1,1,2,5,1,1,111,111,111,1,1,111,111,111,2,111,4,3,3,2,2,2,111,111,2,111,2,111,1,0,1,4,111,3
47939,,LIFU,30029,,,111,5,6,4,5,2,2,4,1,1,111,1,1,111,111,111,1,111,2,1,1,3,3,1,2,3,3,1,2,1,4,2,2,4,111,111
12585284,,LILLOOET,,,,111,2,2,3,2,1,1,1,111,111,111,1,3,111,111,111,2,3,4,2,1,3,2,2,1,2,3,3,2,111,3,0,1,4,1,3
4206148,,LIPAN,,,,111,2,1,1,2,5,1,1,111,111,111,1,1,111,111,111,2,111,4,4,1,1,2,2,1,2,111,3,2,111,1,0,2,2,111,3
34628,,LIPTAKO,,,,111,5,4,5,5,5,3,3,3,3,3,111,111,111,111,111,111,2,2,1,1,3,3,1,111,111,2,1,111,1,5,0,3,6,111,111
12619076,,LITHUANIANS,30058; 19977,,,8,5,7,5,5,4,3,5,3,3,3,2,3,111,111,111,2,111,5,4,1,3,2,2,2,3,3,3,3,2,4,0,4,2,4,4
8398916,,LOBI,,,,3,5,4,3,4,5,2,3,3,3,1,2,3,111,111,111,111,111,1,1,111,3,1,1,2,2,1,3,1,1,2,0,1,111,111,4
8446019,,LOCONO,19999,,,1,5,3,4,4,2,1,3,1,111,111,1,3,111,111,111,111,111,1,3,3,1,1,1,111,111,111,3,111,1,2,0,1,111,2,111
12616260,,LOGO,,,,111,5,4,5,3,5,2,3,3,2,2,2,2,111,111,111,1,111,2,3,3,3,3,1,111,111,111,111,111,1,3,0,2,111,2,111
8407364,,LOKELE,,,,111,5,4,5,5,1,2,3,1,2,1,111,111,111,111,111,111,111,2,1,111,3,3,1,111,111,111,1,111,1,111,0,1,4,111,111
8258,,LOLO,20032,,,3,5,7,5,4,5,3,5,3,3,1,2,2,111,111,111,2,1,2,3,3,3,3,1,2,3,3,1,3,111,111,1,1,4,1,111
4226628,,LONGUDA,,,,111,4,4,5,5,5,3,5,3,3,1,2,3,111,111,111,2,111,2,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,111,111
8399172,,LOTUKO,20054,,,5,5,4,5,3,4,3,3,3,3,3,2,2,111,111,111,1,1,2,1,111,3,3,1,111,111,111,1,3,1,3,0,2,4,3,111
52035,,LOVEDU,,,,5,4,4,4,5,5,3,5,3,3,3,2,2,111,111,111,2,1,2,1,111,3,3,1,111,111,3,1,2,1,3,0,3,111,2,111
4224324,,LOWIILI,,,,111,5,4,4,5,5,2,5,3,3,1,111,111,111,111,111,111,111,2,2,1,3,1,2,2,3,111,1,1,111,111,0,111,111,111,111
2147140,,LOWLANDSCO,20087,,,8,6,7,5,5,5,2,5,3,3,3,1,3,111,111,111,2,1,4,4,3,3,111,111,2,3,2,3,3,111,3,0,5,6,4,4
52802,,LOZI,20098,,,2,2,4,4,3,4,2,5,3,3,3,2,1,111,111,111,111,111,4,1,111,3,2,2,2,3,3,3,2,1,4,2,4,4,2,111
15172,,LUAPULA,,,,5,5,4,5,4,2,2,3,1,2,1,2,1,111,111,111,111,111,1,3,3,1,1,1,2,1,1,3,2,1,4,0,3,4,3,111
21059,,LUBA,20131,,,111,5,4,4,3,3,2,3,1,2,1,2,1,111,111,111,111,3,2,1,111,3,3,1,2,3,3,3,111,1,4,2,4,4,2,111
4208964,,LUCHAZI,,,,111,3,4,5,4,4,2,3,3,2,1,111,111,111,111,111,2,111,4,1,111,1,1,1,2,1,1,1,2,1,1,0,2,4,2,111
14713412,,LUGBARA,,,,111,4,4,4,5,5,3,3,3,3,3,2,2,111,111,111,1,111,2,1,1,3,3,1,111,111,111,1,111,1,2,0,2,4,2,111
12356,,LUGURU,,,,111,4,4,5,4,4,2,3,3,2,1,2,2,111,111,111,111,1,2,3,3,1,1,1,2,1,2,1,1,1,2,0,1,4,2,111
8403268,,LUIMBE,,,,111,5,2,5,3,2,2,3,3,3,1,2,3,111,111,111,111,111,2,1,111,2,1,1,2,1,1,3,2,1,111,0,2,4,111,111
2372,,LUISENO,,,,3,2,1,1,3,3,1,1,111,111,111,1,1,111,111,111,2,111,2,2,111,3,3,1,111,111,2,1,2,111,1,0,1,4,1,3
12600900,,LULUA,20219,,,111,111,3,5,4,5,2,111,111,111,111,111,111,111,111,111,111,111,2,1,111,3,3,1,2,3,3,1,111,111,111,0,111,4,111,111
40771,,LUO,20241,,,3,5,4,5,4,4,2,5,3,3,3,2,2,111,111,111,1,1,2,1,1,3,3,1,2,3,3,1,3,1,2,1,2,4,2,4
6338372,,LUVALE,20252,,,111,5,4,5,4,2,1,3,3,2,1,2,3,111,111,111,2,1,4,1,1,1,1,1,111,111,1,1,2,1,2,0,2,4,2,111
12597572,,LUWA,,,,111,111,3,5,4,4,1,111,111,111,111,111,111,111,111,111,111,111,2,1,1,1,1,1,2,1,1,3,111,111,111,0,111,111,111,111
23618,,MACASSARES,30192,,,3,5,8,5,5,3,2,6,3,3,1,2,3,111,111,111,2,2,2,3,3,2,2,2,111,111,111,1,3,1,4,2,4,4,4,2
12603972,,MACHA,,,,111,5,7,5,4,5,3,5,3,3,3,2,3,111,111,111,111,111,2,3,3,3,2,2,2,3,3,1,111,1,111,0,3,4,111,111
8446275,,MACUSI,,,,111,5,3,4,3,3,1,3,1,111,111,1,1,111,111,111,111,111,1,3,3,1,2,2,111,111,111,3,2,2,1,0,1,4,111,111
6326340,,MADAN,,,,7,5,8,3,5,2,2,6,3,3,3,2,3,111,111,111,111,111,2,1,1,3,3,1,2,3,111,1,3,111,4,0,111,6,4,111
33604,,MADI,20373,,,111,5,4,5,4,3,3,3,3,3,3,2,3,111,111,111,1,1,2,1,1,3,3,1,2,3,3,1,111,1,1,0,2,4,2,111
8425284,,MAFULU,15610,,,111,4,4,5,4,4,2,4,1,1,111,1,2,111,111,111,1,1,2,2,111,3,3,1,2,3,3,1,111,1,2,0,1,4,1,2
14719812,,MAGAR,20406,,,111,4,8,5,5,4,2,6,3,3,3,2,2,111,111,111,2,3,5,3,3,3,3,1,2,2,111,3,111,111,5,0,4,4,1,111
41025,,MAGUZAWA,,,,111,111,3,5,5,4,2,111,111,111,111,111,111,111,111,111,111,1,2,1,1,3,3,1,2,3,3,3,2,111,4,2,111,6,111,111
4198468,,MAHAGUADUK,,,,1,2,1,1,2,5,1,2,111,111,111,1,1,111,111,111,2,111,1,3,3,3,2,2,111,111,2,3,2,111,1,0,1,111,111,3
12583748,,MAIDU,20461,,,1,2,1,1,2,3,1,1,111,111,111,1,1,111,111,111,2,111,1,2,1,3,2,2,1,2,2,3,2,2,2,0,2,2,2,3
36676,,MAILU,,,,111,5,6,4,5,2,2,4,1,1,111,1,2,111,111,111,1,111,3,4,1,3,3,1,2,3,3,1,2,1,1,0,1,111,111,111
8453443,,MAKAH,,,,3,2,2,3,3,1,1,1,111,111,111,1,3,111,111,111,2,111,3,3,1,3,2,2,1,2,2,3,2,1,4,0,1,4,1,3
4202052,,MAKIN,15896,,,4,6,6,5,4,2,2,4,2,1,111,1,1,111,111,111,1,3,3,3,3,3,2,2,2,2,3,1,2,1,3,0,2,3,2,2
12598340,,MAKONDE,,,,111,4,4,5,4,5,2,3,3,2,1,111,111,111,111,111,2,111,1,1,1,1,1,1,111,111,111,1,2,1,2,0,1,111,111,111
15684,,MAKUA,,,,111,111,3,5,4,4,2,111,111,111,111,111,111,111,111,111,111,111,1,1,1,1,1,1,2,1,1,1,111,111,2,0,111,111,111,111
46915,,MALAY,20571,,,111,5,8,5,5,3,2,6,3,3,1,2,2,111,111,111,2,3,2,3,1,3,2,2,2,3,2,3,2,2,4,2,3,111,4,111
21828,,MALE,,,,111,5,4,5,5,5,4,5,3,3,3,2,2,111,111,111,111,111,2,1,111,3,3,1,111,111,111,111,111,1,1,0,3,111,2,111
8436548,,MALINKE,20615,,,111,5,4,4,4,4,2,3,3,3,1,2,3,111,111,111,1,111,2,1,1,3,3,1,2,3,3,3,2,1,4,0,2,4,111,111
8438339,,MAM,,,,6,5,3,5,5,5,1,3,3,111,111,111,3,111,111,111,2,3,4,4,1,3,3,1,2,3,3,1,2,1,2,0,1,6,4,111
22339,,MAMBILA,,,,5,4,4,5,5,5,2,5,3,2,1,2,3,111,111,111,2,1,1,3,1,3,2,2,111,111,3,1,2,1,2,0,1,4,111,111
34884,,MAMBWE,,,,3,5,4,5,4,5,2,3,3,3,3,111,111,111,111,111,111,111,2,1,111,3,3,1,2,3,3,111,111,1,4,0,2,4,2,111
12613444,,MAMPRUSI,,,,111,5,4,5,5,5,3,5,3,3,111,111,111,111,111,111,111,111,2,2,1,3,1,2,111,111,111,111,2,111,111,0,3,4,111,111
22851,,MAMVU,20681,,,2,5,4,4,4,5,2,3,2,2,1,2,1,111,111,111,111,3,2,1,111,3,3,1,111,111,111,1,2,1,2,0,1,111,2,111
6329668,,MAN,19680,,,111,111,3,5,4,4,2,111,111,111,111,111,111,111,111,111,111,111,2,3,1,3,3,1,111,111,111,3,111,111,111,0,111,111,111,111
36932,,MANAM,,,,111,4,6,5,5,2,2,4,1,1,111,1,1,111,111,111,1,111,4,3,3,3,3,1,2,3,111,1,2,1,1,0,1,4,1,111
2371,,MANCHU,20714,,,111,5,7,5,5,4,2,5,3,3,1,2,3,111,111,111,111,111,2,4,1,3,3,1,2,3,3,1,2,111,3,0,111,6,111,111
8432195,,MANDAN,,,,111,2,3,4,3,3,1,5,3,111,111,1,1,111,111,111,2,111,4,2,1,1,1,1,111,111,1,3,1,1,1,2,2,111,111,111
14713156,,MANDJA,,,,111,5,4,5,5,5,2,3,3,2,1,111,111,111,111,111,111,111,2,1,111,3,3,1,2,3,3,1,111,1,1,0,1,4,111,111
8436804,,MANGAREVA,20758,,,111,5,3,5,5,1,1,4,2,111,111,1,2,111,111,111,111,1,4,3,3,3,2,2,2,3,3,3,2,1,3,2,3,4,1,2
8400708,,MANGBETU,20769,,,111,5,4,5,3,4,2,3,2,2,1,2,1,111,111,111,1,1,2,1,111,3,3,1,111,111,3,3,2,1,4,0,3,4,2,111
34115,,MANIHIKI,,,,111,5,3,5,5,1,1,4,2,111,111,1,111,111,111,111,111,1,4,3,1,3,2,2,111,111,111,111,2,2,3,1,2,4,1,2
2132804,,MANOBO,20791,,,111,5,4,4,4,4,2,3,3,1,111,111,111,111,111,111,111,111,2,3,3,3,2,2,111,111,111,3,2,2,2,0,1,5,111,111
8436291,,MANUS,20813; 30120,,,3,5,2,5,5,1,2,2,2,1,111,1,3,111,111,111,2,3,3,3,3,3,1,2,1,2,2,1,111,1,2,1,1,1,1,2
12616772,,MAO,,,,111,5,4,4,4,4,2,3,3,3,3,1,111,111,111,111,2,3,1,1,111,3,3,1,2,3,3,1,111,1,1,0,2,4,2,111
10051,,MAORI,20835,,,4,5,3,2,4,3,1,3,1,111,111,1,3,111,111,111,2,1,4,2,1,3,2,2,2,3,3,1,2,1,4,2,2,4,1,4
22595,,MARGI,,,,5,4,4,5,4,4,2,5,3,3,1,111,111,111,111,111,2,111,2,1,1,3,3,1,2,3,3,1,2,1,3,2,2,6,111,111
35907,,MARICOPA,,,,2,5,1,2,4,3,1,6,3,111,111,1,1,111,111,111,2,111,4,3,3,3,3,1,2,2,2,3,2,1,1,2,2,111,1,3
14715716,,MARINDANIM,,,,4,4,4,4,3,3,2,4,1,1,111,1,1,111,111,111,1,3,1,4,3,1,3,1,111,111,111,1,111,1,1,0,1,1,1,111
12631620,,MARING,20879,,,4,4,4,5,4,5,2,3,1,1,111,1,1,111,111,111,1,1,2,3,1,3,2,2,2,3,3,1,111,1,1,0,1,1,1,111
10307,,MARQUESANS,20901,,,2,5,6,5,5,2,2,4,2,1,111,1,3,111,111,111,2,1,4,5,111,3,2,2,2,2,2,3,2,2,3,2,2,4,1,2
14717508,,MARRI,,,,1,2,7,4,5,5,4,5,3,3,3,2,3,111,111,111,111,3,2,2,1,3,3,1,2,3,2,1,3,111,4,0,3,4,4,111
8259,,MARSHALLES,20923,,,3,4,6,5,5,2,2,4,2,1,111,1,3,111,111,111,2,1,4,4,1,2,1,2,2,1,1,1,2,1,3,0,2,4,1,2
12631108,,MASA,20945,,,4,5,4,5,4,2,2,6,3,3,3,2,2,111,111,111,1,111,2,1,1,3,3,1,2,3,3,1,3,1,1,0,1,111,111,111
60994,,MASAI,20956; 20967,,,2,1,5,5,4,5,4,1,111,3,3,2,2,111,111,111,1,1,2,1,111,3,3,1,2,3,3,3,1,111,2,0,2,1,111,4
48706,,MATACO,20989,,,2,2,2,3,3,2,1,2,1,111,111,1,3,111,111,111,2,1,1,3,1,1,2,2,1,2,2,3,2,111,1,1,1,111,1,3
8428867,,MATAKAM,21000,,,111,4,4,5,5,5,2,5,3,2,1,2,2,111,111,111,2,111,2,3,1,3,3,1,2,3,3,1,1,1,2,1,1,6,2,111
4194884,,MATTOLE,,,,111,5,2,2,2,2,1,1,111,111,111,1,3,111,111,111,111,3,2,3,3,3,2,2,111,111,2,3,111,2,1,0,1,4,1,3
13380,,MAUE,,,,2,5,3,4,3,4,1,3,1,111,111,1,2,111,111,111,111,111,1,3,1,3,3,1,111,111,111,111,111,1,1,0,1,4,111,111
49732,,MAYA,21033,,,7,6,3,5,4,5,2,3,3,111,1,111,3,111,111,111,2,1,4,4,3,2,2,2,1,2,2,3,111,111,2,2,4,2,111,111
4242756,,MAYOGO,21044,,,111,5,4,5,3,3,2,3,2,2,1,111,1,111,111,111,111,111,2,1,111,3,3,1,111,111,3,111,111,111,111,0,2,4,111,111
44099,,MAZATECO,21055,,,111,111,3,5,5,5,1,111,111,111,111,111,111,111,111,111,111,111,4,3,3,3,2,2,111,111,111,3,2,111,111,0,111,111,111,111
4208196,,MBALA,21077,,,111,111,3,4,5,3,2,111,111,111,111,111,111,111,111,111,111,111,2,1,111,1,1,1,2,1,1,1,2,111,2,0,111,4,111,111
33348,,MBANDJA,,,,111,5,4,5,4,3,2,3,1,2,1,2,1,111,111,111,111,111,2,1,111,111,3,1,111,111,111,1,111,111,2,0,111,6,2,111
20291,,MBUGWE,,,,111,111,3,5,3,5,3,111,111,111,111,111,111,111,111,111,111,111,2,4,1,3,1,2,2,3,3,3,1,111,2,1,111,4,111,111
10518596,,MBUM,21110,,,3,5,4,5,2,3,2,3,3,2,1,2,111,111,111,111,2,3,2,1,1,3,3,1,111,111,111,111,111,111,111,0,2,4,2,111
19267,,MBUNDU,,,,4,5,4,4,4,4,2,3,3,3,1,2,1,111,111,111,1,111,2,1,111,3,1,2,2,3,1,1,2,1,4,2,3,4,2,4
19011,,MBUTI,21132,,,3,1,1,1,2,4,1,1,111,111,111,1,1,111,111,111,2,1,1,3,3,3,2,2,1,2,3,3,2,111,1,1,1,1,1,2
8422468,,MEBAN,,,,111,4,4,5,4,4,2,3,3,3,3,111,111,111,111,111,111,111,2,1,111,3,3,1,2,3,3,111,111,111,111,0,1,111,111,111
14731076,,MEITHEI,21176,,,6,5,8,5,4,3,2,6,3,3,111,2,2,111,111,111,1,111,2,3,3,2,3,1,2,3,3,1,1,111,5,0,4,4,4,2
2133828,,MEKEO,21187,,,4,5,4,4,4,4,2,4,1,1,111,1,2,111,111,111,1,111,2,2,1,3,3,1,2,3,111,1,2,1,3,0,1,4,111,111
21315,,MENDE,21198,,,5,6,4,4,5,4,2,3,3,2,1,2,2,111,111,111,1,111,2,1,1,3,3,1,2,3,3,1,2,1,4,2,2,4,2,4
4203844,,MENOMINI,21209,,,111,2,1,2,3,3,1,3,3,111,111,1,1,111,111,111,111,111,4,2,1,3,3,1,111,111,111,1,1,1,2,0,2,111,111,3
8435779,,MENTAWEI,21220,,,111,5,4,5,4,3,2,6,1,1,111,1,2,111,111,111,111,1,1,4,3,3,2,2,2,1,111,1,3,1,1,1,1,1,111,111
14402,,MERINA,21242,,,7,5,4,5,5,4,2,6,3,3,1,2,1,111,111,111,2,1,4,3,3,3,1,2,2,2,2,3,2,1,4,2,4,6,111,2
4211268,,MERU,21253,,,111,5,4,5,4,5,3,3,3,3,3,2,1,111,111,111,1,111,2,1,111,3,3,1,2,3,3,1,111,1,2,0,1,1,111,111
12616516,,MESAKIN,,,,111,4,4,5,4,5,3,3,3,3,3,1,2,111,111,111,2,111,2,3,3,1,1,1,111,111,111,3,2,1,3,0,2,111,111,111
8444739,,MESCALERO,,,,111,2,1,2,2,4,1,2,3,111,111,1,1,111,111,111,2,111,4,2,1,1,2,2,111,111,2,3,2,111,2,0,1,111,111,3
35395,,MIAMI,,,,5,2,3,3,2,4,1,3,3,111,111,1,1,111,111,111,111,111,3,2,111,3,3,1,111,111,111,111,1,1,2,2,2,4,3,3
2627,,MIAO,21319; 62311,,,3,4,4,5,4,4,2,6,3,3,1,2,3,111,111,111,2,1,2,3,3,3,2,2,2,3,3,1,2,1,1,0,2,6,111,111
64579,,MICMAC,,,,1,2,2,4,1,2,1,1,111,111,111,1,3,111,111,111,2,3,1,3,3,3,2,2,111,111,111,3,2,111,1,0,2,4,2,3
8439364,,MIDDLWAHGI,21341,,,1,5,4,5,5,4,2,3,1,1,111,1,1,111,111,111,1,111,2,3,1,3,3,1,1,2,111,1,111,1,1,0,1,2,1,111
4217156,,MIDOBI,,,,111,2,5,5,5,5,4,2,3,3,3,111,111,111,111,111,111,111,2,1,111,111,1,1,111,111,1,111,111,111,111,0,2,4,4,111
8442947,,MIKIR,,,,111,111,3,5,3,4,2,111,111,111,111,111,111,111,111,111,111,111,4,3,1,3,3,1,111,111,111,111,1,111,111,0,111,111,111,111
2134084,,MIMIKA,,,,3,2,1,2,4,2,1,4,2,111,111,1,2,111,111,111,111,111,1,4,1,1,1,1,111,111,111,3,2,1,1,0,1,111,111,111
31811,,MINANGKABA,21385,,,111,5,8,5,5,4,2,6,3,3,1,2,3,111,111,111,1,111,4,3,1,1,1,1,1,2,1,1,2,1,4,1,3,4,4,111
8434755,,MINCHIA,,,,5,5,8,5,5,4,2,6,3,3,3,2,2,111,111,111,2,3,2,3,1,3,3,1,2,3,3,2,3,1,2,0,2,6,1,111
29764,,MINIANKA,,,,111,5,4,4,4,5,2,3,3,2,1,2,3,111,111,111,111,3,2,2,1,3,3,1,2,3,3,1,111,1,3,0,3,4,111,111
4203588,,MIRIAM,21946,,,111,5,6,5,5,2,2,4,1,1,111,1,1,111,111,111,111,111,1,3,3,3,3,1,111,111,111,1,2,1,1,0,1,1,111,111
49987,,MISKITO,21440,,,3,5,1,2,3,3,1,3,1,111,111,1,2,111,111,111,2,3,4,3,1,1,2,2,111,111,111,3,2,2,1,2,2,111,4,2
12620612,,MISTASSINI,,,,1,2,2,4,1,2,1,1,111,111,111,1,3,111,111,111,2,2,4,3,3,3,2,2,111,111,111,3,111,111,1,0,1,3,111,3
8423491,,MIWOK,,,,111,2,1,1,2,4,1,1,111,111,111,1,111,111,111,111,2,111,4,2,111,3,3,1,1,2,2,1,1,1,1,1,1,4,111,3
4231492,,MIXE,,,,111,5,3,5,4,5,1,3,3,111,111,1,3,111,111,111,2,2,4,4,1,3,2,2,2,2,2,1,2,1,111,0,2,6,4,111
12622148,,MIXTEC,21484,,,111,111,3,5,5,4,1,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,2,2,111,111,111,111,2,111,111,0,111,111,111,111
8426820,,MIYAKANS,,,,111,111,3,5,5,4,2,111,111,111,111,111,111,111,111,111,111,111,4,4,2,3,2,2,111,111,111,2,3,111,111,0,111,111,111,111
18498,,MNONG GAR,21506,,,3,3,4,4,5,3,2,3,3,3,1,2,2,111,111,111,2,111,3,3,3,1,1,1,111,111,2,1,1,1,3,0,1,1,1,111
8394308,,MOACHE,,,,111,2,2,2,1,4,1,1,111,111,111,1,3,111,111,111,2,111,4,3,3,1,2,2,1,2,2,111,2,111,1,0,1,4,111,3
4200004,,MOANUNTS,,,,111,2,2,2,1,3,1,1,111,111,111,1,3,111,111,111,2,111,4,3,3,1,2,2,1,2,2,111,2,111,1,0,1,4,111,3
4199492,,MOAPA,,,,1,2,1,1,2,5,1,2,3,111,111,1,1,111,111,111,2,111,4,3,3,1,2,2,111,111,2,111,2,111,1,0,1,111,111,3
12613700,,MOBA,,,,111,4,4,5,4,5,2,3,3,3,3,2,3,111,111,111,111,111,1,1,1,3,3,1,2,3,3,111,111,1,2,0,2,5,2,111
836,,MODOC,,,,1,2,1,1,2,3,1,1,111,111,111,1,1,111,111,111,2,2,3,3,1,3,2,2,1,2,3,3,2,111,3,0,1,6,1,3
8441923,,MOGH,21715,,,111,5,4,5,4,4,2,3,3,3,1,1,2,111,111,111,111,111,2,3,3,3,3,1,2,3,3,3,2,111,111,0,2,111,111,111
4206916,,MOGHOL,,,,3,4,8,5,5,5,3,6,3,3,3,2,3,111,111,111,2,3,2,3,1,3,3,1,2,3,2,2,3,111,2,0,111,2,4,111
8445507,,MOHAVE,21594,,,111,5,3,2,3,4,1,5,3,111,111,1,2,111,111,111,111,1,4,3,3,2,3,1,111,111,2,3,2,1,2,0,2,4,1,3
14718788,,MOLIMA,,,,111,111,3,5,5,2,2,111,111,111,111,111,111,111,111,111,111,111,2,111,111,3,2,2,111,111,111,1,2,111,111,0,111,111,111,111
8390212,,MONACHI,,,,2,2,1,1,2,3,1,1,111,111,111,1,1,111,111,111,111,111,4,3,3,3,3,1,1,2,2,3,2,111,2,0,1,4,111,3
4228420,,MONDARI,,,,111,2,4,5,4,3,2,3,3,3,3,2,2,111,111,111,1,111,2,3,3,3,3,1,1,2,111,1,111,1,2,0,1,4,111,111
12601412,,MONGO,,,,111,111,3,4,4,4,2,111,111,111,111,111,111,111,111,111,111,111,2,1,1,3,3,1,2,3,3,1,1,111,4,2,111,4,111,111
4162,,MONGUOR,21649,,,111,4,7,5,5,4,3,5,3,3,3,2,2,111,111,111,2,1,2,3,1,3,3,1,2,3,3,1,111,111,111,2,2,4,111,111
8451907,,MONTAGNAIS,21660,,,3,2,2,3,1,3,1,1,111,111,111,1,3,111,111,111,2,3,1,3,1,3,2,2,2,3,3,3,2,111,1,2,1,4,1,3
14713668,,MORO,,,,111,4,4,5,4,5,3,5,3,3,3,1,2,111,111,111,111,111,2,1,1,3,3,1,2,3,3,1,3,1,3,0,1,1,111,111
8413508,,MOROCCANS,62565,,,8,5,8,5,5,4,3,6,3,3,3,111,111,111,111,111,111,111,2,3,3,3,3,1,2,2,2,111,111,111,5,0,5,111,4,111
2130756,,MORU,,,,111,5,4,5,3,4,2,3,3,3,3,2,2,111,111,111,111,111,2,1,111,3,3,1,2,3,111,1,111,1,1,0,2,4,111,111
30788,,MOSSI (OUAGADOUGOU),21792,,,7,5,4,4,5,5,2,3,3,3,3,2,2,111,111,111,111,111,2,1,111,3,3,1,2,3,3,1,3,1,4,2,4,4,2,4
20545,,MOSSI (YATENGA),21792,,,7,5,4,4,5,5,2,5,3,3,1,2,2,111,111,111,1,111,2,1,1,3,3,1,2,3,3,1,2,1,5,2,3,111,2,4
